Car_Weight_kg,Engine_Power_hp,Max_Torque_Nm,Top_Speed_kmh,Acceleration_0_100_kmh,Weight_Distribution_percentage,Transmission_Type,Gear_Count,Front_Tire_Pressure_bar,Rear_Tire_Pressure_bar,Front_Tire_Diameter_cm,Rear_Tire_Diameter_cm,Front_Suspension,Rear_Suspension,Aerodynamics_Drag_Coefficient_Cd,Frontal_Area_m2,Fuel_Type,Fuel_Consumption_L_100km,Front_Brake_Temperature_C,Rear_Brake_Temperature_C,Differential_Type,Front_Camber_Angle_deg,Rear_Camber_Angle_deg,Front_Brakes,Rear_Brakes,Track_Temperature_C,Ambient_Temperature_C,Humidity_percentage,Wind_Speed_kmh,Wind_Direction_deg,Track_Condition,Track_Altitude_m,Track_Length_km,Surface_Type,Number_of_Corners,Number_of_Straights,Max_Gradient_percentage,Number_of_Laps,Driver_Reflexes_ms,Driver_Experience,Driver_Fatigue,Driver_Weight_kg,Race_Strategy,Overtakes,Harsh_Braking_Count,Driver_Mistakes,Average_Lap_Speed_kmh,Total_Race_Time_min,Fastest_Lap_Time_s,Slowest_Lap_Time_s,Front_Tire_Degradation_percentage,Rear_Tire_Degradation_percentage,Tire_Changes_Count,Gearbox_Condition,Engine_Condition,Technical_Problems,Trajectory_Changes,Lap_Time_s
1330.5522151812709,428.79532031788955,634.1221076374609,318.5163740603019,3.0196068177051414,46.09446405098594,sequential,5,1.9038122248745137,1.9708266559702745,62.43323504686435,70.61698748006084,soft,stiff,0.2649674086588705,2.1767790415164767,electric,22.598077743690677,303.9856403663496,306.25484595666904,limited-slip,-1.240909210267686,-1.7060212288763519,drums,discs,38.1809866426453,20.9400868364522,63.07328076492298,13.878242064821006,41.780399045009084,wet,278.89364618822344,4.743162468886145,asphalt,10,4,4.784020612451043,47,257.69039165831356,beginner,1.8447848789417187,78.19903971012224,aggressive,0,3,4,133.01132655657466,62.27876059420326,95.05292131928745,106.65426765801699,7.460971094249686,25.954302553465112,0,good,bad,no,0,187.1151655120855
1335.3882211056955,459.80742500070073,640.4387122457692,306.9451380979642,2.905409662016473,49.85997293405918,manual,7,1.9367662158497465,2.0917336679253635,62.74227928998864,66.07257141903509,stiff,medium,0.35081848390225523,2.04181240941654,electric,17.51182563184812,293.6170767893167,245.82408385309193,open,-1.3153300274346582,-1.4865980666047758,drums,discs,27.933977144597346,10.68126660224053,44.60548510603354,10.450861881605405,316.74274539586924,wet,771.5395078236215,5.059278059432366,asphalt,14,4,5.323210344434621,58,217.61307788793792,beginner,8.447583205889163,73.80861745312484,conservative,8,0,4,171.89599807931597,60.66939939977211,96.51241647673545,104.98597895394546,24.605598634077086,18.237188917529856,0,acceptable,bad,yes,8,172.31564921178514
1138.4353735176644,467.7794147893948,655.1924836460056,323.9640994935948,2.706735670437716,49.71040960453415,automatic,6,2.361293803622235,2.0234008161183263,67.80172420881864,60.381384404084955,soft,medium,0.22436958161602444,1.500427186528579,electric,17.830245259765803,295.6177761888314,264.63662337380686,limited-slip,-1.0261800796323937,-1.605364211351439,discs,drums,50.399520197925426,26.948892857900503,56.56373867691119,5.459832896263149,94.26791352343608,dry,551.9621248254077,5.113865054909561,concrete,19,2,6.114309109292854,34,126.91840001541,beginner,0.021939951959693005,72.13897300880237,conservative,0,4,2,130.04263997014738,62.83612608742574,94.3150149476433,104.21686390444462,14.646671015438127,43.39132720947126,0,bad,bad,yes,7,174.80477140592387
1124.656780108405,556.7831804231179,610.694352976505,331.7454278027001,2.9550257940683555,44.785362610450846,sequential,7,2.190075630911002,1.9598844325190319,52.35878299588415,49.105413427562844,stiff,soft,0.2420779988119412,2.131762181219731,diesel,25.52281951047278,255.20991286569927,239.5386479807998,limited-slip,-1.953426839075485,-1.3209201441992122,discs,drums,38.7391417635006,22.073539218643905,42.53041782694053,7.351949783641779,214.65024430352304,dry,675.0772679980607,4.891855229903369,asphalt,13,3,5.407409317379603,43,209.85574805966226,intermediate,38.66001976012319,60.489066743875256,conservative,9,1,4,149.29043211595845,60.86219729194578,98.65480270370193,99.06712278048158,29.220079171310886,25.738530067406998,1,good,good,no,7,159.50396851585305
1218.8140560799234,599.6280664038546,558.7118743192367,304.8215462537396,2.91901408607616,47.32726921369192,automatic,5,2.0546395053793756,2.218678405452899,54.69377466787358,64.16133053838071,soft,stiff,0.21075204339374345,1.8556187130451611,diesel,1.270203478849286,206.13622211466236,328.7050534859443,open,-0.8619282616443841,-0.3605313590202819,drums,drums,36.337021521685614,26.12310562501768,63.64105609029957,9.796547077625384,79.19595911602336,dry,465.06486647015805,4.340904264280566,gravel,12,3,6.115031855450651,59,227.97189891453277,intermediate,99.95101367456147,74.00976769896843,aggressive,8,0,2,162.4620454652666,56.52422724096693,87.25438168724554,113.78755093612295,12.07924483772803,15.32326158949589,2,good,acceptable,no,0,155.79173482788187
1343.2853364681346,502.4340244801069,710.1929721507718,297.6795067794414,2.934049113921969,46.93785823132956,manual,6,2.254436883286951,1.9793876759599511,63.94581837732358,58.80043889422408,medium,stiff,0.2501008403137242,2.4936731855184977,electric,13.241994043892289,401.5476013775167,250.4493602370967,limited-slip,-1.227989654470552,-1.5036573391613715,drums,drums,35.756047113052645,6.735555938564534,51.379063710886385,11.15749672674242,338.6014576637684,wet,470.4399188437475,6.052703295564008,concrete,6,4,3.8037649510317593,53,183.0561601201936,intermediate,55.17604286972433,63.09967820650629,conservative,0,0,0,175.3027508655746,56.809286228874846,98.87329165164293,107.79058464674192,19.018125213524137,17.878008909092156,2,good,acceptable,yes,2,179.26198786284786
1118.7088323234507,549.4551699376864,628.1579079627379,309.23796349997156,2.7201118554089145,44.47983155989485,automatic,5,1.9006174487647864,1.8726226773917294,56.148141590685185,60.092358273445804,medium,stiff,0.3187004577533157,1.7108671641230302,electric,17.9773000913034,270.21317252169115,293.13310768426356,limited-slip,-1.4607258901205844,-0.5521131693678094,drums,drums,24.748732949087447,24.209059686292306,52.237912104204725,8.485470198522389,169.76512976859158,wet,510.9005117697165,3.8971765603457302,concrete,13,2,5.335863524399412,36,211.93728585475395,beginner,22.390333436642152,77.90510008182461,conservative,7,1,4,153.13880518670385,61.047065726845865,91.78099376962552,94.90878697735702,24.741761749848585,26.933682326621764,2,good,good,no,5,165.62047481469767
1207.1997664310393,418.95472139443007,601.3395812510565,322.82711518628685,3.0508341228573355,42.2199139101962,automatic,6,1.5508169339871762,1.787690385906902,69.98027776242807,59.724836405894756,soft,stiff,0.27470649491472815,2.229337040678366,electric,12.549420422868462,253.92613273260275,229.99519223477415,limited-slip,-1.9875661822560349,-0.6870708636519532,discs,drums,4.892697735171744,26.892641881649638,99.936953132815,5.023571890164808,328.41757534544223,damp,976.5091814899324,4.117175577284258,asphalt,11,3,4.0199936195128725,45,153.38643133493508,beginner,16.876599019365777,78.83957256794936,aggressive,4,2,4,165.20881856235565,58.11735907985441,94.22121757302126,122.61546007855314,21.942036322826247,15.021842804022196,2,acceptable,bad,yes,6,181.6419500018613
1086.0490229271684,517.2387538048633,602.1066807593801,314.48850996964467,3.0928243241214353,51.88450667304707,manual,7,2.1519815008165275,1.91199828608867,67.51286917236403,57.99885142120505,medium,soft,0.31529599690385085,2.431290606259956,diesel,16.556068332842184,151.59160245673016,296.0720119284665,limited-slip,-1.1467985957761735,-1.5335122579332707,discs,discs,32.08455832173497,22.251543585580123,52.34822536034321,6.807709419185411,42.75601964418101,dry,620.5209617674337,5.399786930828064,gravel,12,4,5.200448777364714,39,223.03358433143362,advanced,31.380428411198857,79.14306050746467,conservative,8,0,1,151.1422823637464,60.67681959575258,85.51009166603575,101.18429747070272,23.161248847643922,21.422919157388737,1,bad,bad,yes,1,165.59345574837457
1469.7446267515832,460.21356953429665,602.5787468161719,278.9040867967969,2.9934327974415957,54.15303858633931,automatic,6,1.8838534153410023,1.9795761125847926,58.65955825463625,53.81776645475627,medium,medium,0.3897638841616963,2.3865771230040513,gasoline,17.668720755760127,341.5915368358963,318.379505775805,limited-slip,-1.863527592285834,-1.4825194950399299,discs,drums,40.16126901240616,10.280947133076474,42.47918042363845,3.552940429626598,232.95293285307216,wet,420.74264649923464,4.7223397594798815,gravel,7,4,4.999051135604145,40,150.55174877841043,professional,38.05977397882656,56.53198114487219,conservative,9,1,1,138.00077845779734,50.95298241904015,91.75236115202297,94.98783660156911,35.23846911357539,20.10836639959412,1,bad,good,yes,7,196.97519186857602
1216.9022947917892,498.6524985573371,647.1402826777438,290.59045305488826,2.923254689243161,53.29968578200928,manual,7,2.0823701070516405,2.0955685916432394,68.6087851074613,62.28512941643743,stiff,stiff,0.26824274131778214,2.233056116391788,gasoline,22.07529068217605,349.1758758825533,216.0387979142775,open,-1.5827025021647492,-1.0272189282985926,discs,discs,32.77642261582905,14.056807869076845,48.97969413457801,13.508777543857324,67.31887313050083,damp,385.90259228585165,5.83397474528829,gravel,10,3,5.316203490939927,34,211.68841235302727,advanced,25.36295931276501,67.51168864051158,conservative,1,1,2,150.6399536293029,54.0843383809554,90.54636738808097,96.58308834098241,19.354565534381802,28.909676971456577,0,acceptable,bad,yes,5,165.13067433677674
1388.4244711561776,552.5537980223872,564.3509205772701,318.43082042791013,2.8297715387908298,47.71417240619541,manual,6,1.9063000260784593,1.8535257105740675,65.26807788923331,54.53222810497672,medium,medium,0.3470090093012207,2.1173739460750824,gasoline,23.82386192495817,234.7780297288836,323.7634481262026,limited-slip,-2.083736041942653,-1.5477677221462087,drums,drums,21.016522326573714,9.9898716975883,36.87767147477891,16.239921169422217,303.4678249591137,damp,755.5143476122463,5.571100683066819,gravel,15,3,4.5140770220842565,39,284.4799555840623,intermediate,79.56336422007095,84.08280383472436,aggressive,5,1,3,150.8770202292836,57.59543556459425,87.18954765773186,81.59237942695268,27.76281155781502,20.842370383380082,1,good,acceptable,yes,8,172.57918222107457
1163.447304818494,523.2366572909663,650.0415054025057,324.793094032511,2.8962699246429997,62.245381646628516,manual,5,1.993942072736232,2.1947174780291094,69.42693484272178,54.351363954309114,stiff,medium,0.2864330363380055,1.7441346669578928,diesel,19.494451541559894,333.0224394055973,293.53732248103506,limited-slip,-2.341308693767314,-2.47188809815379,discs,discs,21.998613620325983,19.457663459324817,52.031026916908864,15.358873503692715,119.42701267290127,damp,712.7479175752107,6.493175110585815,asphalt,15,3,5.400906027878622,59,94.9650951167228,intermediate,71.0964119490055,83.32299042502058,aggressive,6,3,2,156.6753325305324,63.85211172766438,88.32993614836543,99.06127334120359,14.422969460058205,3.394240738409813,2,bad,good,yes,7,165.72905760102816
1311.9219009080568,480.3358115125795,584.1719294487392,301.79665419120937,3.272263010861028,46.86068427576227,manual,6,1.9909659173689718,1.9359135394388873,56.163337004693695,61.68739926138116,stiff,stiff,0.37691637579068005,2.193127485918282,diesel,22.50204355329921,300.17584030754875,229.56833528073508,limited-slip,-1.1410373399300189,-1.4452531986052037,discs,discs,39.07918948201741,13.8576471872758,48.26305855034482,13.048510460170354,193.8146026288565,wet,580.5387229319293,5.320045112137831,gravel,17,4,6.308458412162492,48,253.62314707619527,beginner,77.71406605998223,57.77052458319552,conservative,9,3,0,117.17511678637698,56.8139313831492,87.63277285653861,106.38734259406414,32.69512226341933,2.849898153053214,2,bad,bad,no,8,171.47903603316294
1137.6112047322144,530.2315771260438,570.3833359936602,288.78326152304754,2.9030484499054783,50.897664270895206,manual,6,2.4896978850993468,2.0898702379905436,57.68725347979899,62.28001296047919,soft,medium,0.2974936419776103,1.9885554277268909,electric,13.2212793360657,274.8089045638787,270.9000644635328,open,-1.101879276092835,-1.4510005325103594,drums,drums,37.27186116606502,31.747428216247116,3.6485980196297803,0.5278812115216205,207.90621050288294,damp,460.08881268520173,3.4010994366184617,gravel,5,3,4.920334416085491,58,221.43210272221924,advanced,37.59235901930064,76.07844262711401,conservative,6,4,2,149.03784549181646,56.2584312523307,92.3750786506259,106.38240863434933,38.82798407834119,33.393923304989784,1,good,acceptable,no,2,172.88166812297905
1259.420875575948,590.721394103595,625.6334319083982,309.64662196870177,3.013503985851262,53.8071773471065,sequential,6,1.543116527486531,1.7401479949279928,58.209810481857474,66.98068291650551,soft,medium,0.32388724424053655,1.4391800469931586,diesel,17.389719696425864,312.04836340050485,282.9963186619169,limited-slip,-0.936917211258199,-1.3454760281014697,discs,discs,22.353966277492063,38.821343197314285,64.32728141542049,4.008012375630907,52.31552534934391,wet,825.73087849218,4.766274418865731,concrete,9,4,3.4937347093118847,43,150.66135242596698,professional,96.94091591153153,85.9354027888733,aggressive,6,0,4,152.62990648077744,59.796420688856216,92.28962405097107,98.95100076327834,25.235770926863204,11.280144230310418,2,acceptable,acceptable,yes,4,166.34268578784284
1169.5000323511574,523.0286633287967,693.8625592057832,302.60618031994306,3.0210773572054332,50.40245924914827,automatic,5,2.517602238649723,1.8716434086169058,59.83835634294064,55.69962269262704,soft,soft,0.337474307939469,1.9254009118313962,gasoline,14.8959401924561,268.9908771724959,346.55281515642224,open,-0.9889059461805139,-1.2192667408902393,discs,drums,36.921926696210306,25.70378386151942,54.117783843295655,10.261978003365586,96.7229064134917,wet,496.4934404595797,2.955498792464814,concrete,18,3,4.8834336042782756,46,201.99120765908836,professional,67.44581770289844,67.6205241305344,aggressive,4,1,1,164.31480993888513,63.57916397782976,93.30624495256636,104.9539239940231,8.151129692234154,21.006482384396975,2,good,acceptable,no,0,165.13270883921217
1148.471820662884,470.99522656198513,654.2444488475782,336.42053636580954,2.8124855186770876,58.21484283028099,sequential,7,1.4424173619613994,1.7342133689875205,63.72580113678687,69.81367102849049,medium,soft,0.24055728681209518,2.0586290972188803,electric,20.51690988881435,324.6766632480082,310.2080155821657,limited-slip,-2.036964392753224,-1.9286667619357238,drums,drums,25.28538960556213,19.112049837759578,65.76370369028574,14.000365019739665,146.83643466030966,damp,343.0631959952432,5.797269468598671,concrete,8,4,6.095893332054546,43,293.7633156875441,professional,71.80633614699782,71.46750370772526,conservative,6,2,1,157.59856486504472,61.29793657081768,82.55742137272749,115.27567067626534,10.679276736773136,1.0465176615298546,0,acceptable,good,yes,1,165.9591263850582
1242.5751528767375,434.29277936923916,584.0205205835127,332.73649254525105,2.894413960147194,58.21249912870991,automatic,6,2.072734233484296,2.2099265621506587,67.3584493480873,63.28295828120678,stiff,stiff,0.293909751655663,1.8466152703767535,gasoline,22.649055712811986,380.86664258687046,344.5715255908869,open,-1.0390380595061526,-1.5807878167194862,discs,discs,26.769291293952808,14.103931471068732,32.91514948914993,6.249188411424635,300.9182455023118,wet,576.2887910765721,6.241023453782056,gravel,11,4,4.158498475975234,39,224.24784930483466,beginner,88.2948883864278,64.10499900443273,conservative,3,1,2,165.79635915093823,58.56348085711404,86.74871692274097,102.51828540326723,13.255529787334552,-0.7670012024848489,2,acceptable,acceptable,yes,2,166.08659915219238
1196.952100554213,543.7792498254502,726.3522534381449,363.62395328242945,3.0506329029501473,53.623674785972156,sequential,6,2.2632010244739997,1.8666567024263816,55.73932236623197,56.29869152913305,medium,soft,0.27716964546731926,1.9751338136693237,diesel,11.055116678379417,371.60756495594956,338.92721532787806,limited-slip,-0.7531877751331455,-1.858244894010547,drums,drums,32.74803760746458,27.190500146104522,41.63101033544309,13.829988028467328,58.20143833027855,damp,277.8096719475768,5.110967533000442,concrete,10,3,4.203725319248044,40,229.62859165302572,advanced,58.338514377778395,72.16927290508502,conservative,3,2,1,153.42896441836325,65.4210734946819,97.84322940127441,95.2840141024495,11.31757389235031,12.191701919245327,2,bad,acceptable,no,4,168.8342198740614
1063.2325319024417,463.96277341006896,637.1195816992877,293.1082178790272,2.8658624896765703,48.83149578328483,manual,5,2.0530793417680826,2.011327864441774,59.32695095918788,56.41291609463647,soft,soft,0.3272925118229896,1.8924902123794383,electric,12.41131197125737,266.8804949097673,243.92056067199616,open,-2.332017528039825,-1.6520120225639336,discs,drums,37.492860636549025,25.707226064155883,65.47433911189592,19.273904367781817,130.95614188129372,wet,739.7986692593012,5.356245040309554,asphalt,8,3,6.39186651984278,32,268.96568698898216,beginner,0.7544000120507932,66.87119753307948,conservative,1,0,4,170.17499150166674,56.215332304907314,93.4358329780178,90.4359603409181,11.051667564194503,26.36260602229637,0,good,bad,no,9,168.94989742441803
1170.9749527019153,502.8006618485256,644.9812300959192,298.9953374480234,2.8290660398148932,47.60134240955481,manual,6,2.507259516330691,2.108605201791432,61.31912875527801,58.66519147426281,soft,stiff,0.2669187758044126,1.96825331590879,electric,18.75315339238763,289.5003554233986,263.07578629002217,limited-slip,-2.3305234049427197,-1.960903066963091,drums,drums,39.42244764828037,23.382200086202587,47.089964211567235,7.539751954120752,2.3876305076284776,dry,288.9724122247849,6.518580260976368,asphalt,12,4,3.553703979468466,33,265.44850272998997,intermediate,0.2374192046518453,71.35356459401284,aggressive,7,1,3,142.51333709941895,58.27256533566107,97.50568875680283,100.8327658044348,29.550885174124552,21.750474197969552,1,acceptable,acceptable,no,0,176.13714489033336
1048.4621990957794,557.2802850252863,592.4653583331483,324.19372805339555,2.6384908798536184,47.387372124417475,manual,5,1.833780698518523,1.7985796022577656,55.720827579234715,59.27590440982518,soft,soft,0.2761620908643721,1.6182137624162054,gasoline,17.507884809645592,339.10926919210453,233.9221796065079,open,-2.325772197446017,-1.0777720289645936,discs,drums,26.444832547597528,22.602703001765608,52.928279540864324,0.23631727456217178,109.68921099838454,wet,380.18605844971415,3.564826563997057,asphalt,19,4,5.986136262575901,56,139.45014159606728,beginner,15.923050818871742,70.59053173472071,aggressive,6,2,0,133.28342449870283,58.808854854183004,94.08290904652395,106.25265968132369,27.393947402996577,14.120021769176502,0,acceptable,good,yes,5,155.6472464398753
1137.9848414090843,479.13374987019404,565.4226928525153,313.0948175183912,3.1309650965248594,59.88131741058987,manual,5,1.8493645018913407,1.4254966029027931,66.55315880390637,50.908195969401106,soft,soft,0.29581141437450575,2.1504889923500743,gasoline,17.980809430905726,159.8681394001573,279.01403113703657,limited-slip,-2.067635247826658,-2.336286396459737,drums,discs,18.93892759363164,25.60728052295077,22.31550026421062,6.638037313045898,225.52312041890133,damp,124.23906138920523,3.7164628470955376,gravel,14,2,6.94751561681746,40,198.05435851353414,professional,59.518131577970045,76.7663484132855,conservative,8,1,1,174.98751470436835,56.078198449063045,82.88391774110856,89.98571249983574,26.98430559606324,9.058911257806185,1,good,acceptable,no,9,163.46954183541976
1149.3195185306517,557.7685817945448,577.2897804832087,317.4530625539928,2.858985647007567,49.440168858773255,manual,6,1.9704166119274231,1.9630156853446346,45.882673779945215,59.068720458571406,soft,medium,0.3349999932581336,1.9813335560536662,diesel,23.46185264182722,342.20925357712554,282.1859389844585,limited-slip,-2.3144394071627112,-1.2531040556741329,drums,drums,11.880446687787806,16.303173393079838,62.12419249126321,10.7781517415286,138.87832689496025,wet,534.8726630012002,5.429805152893002,asphalt,16,4,5.433846224261423,38,157.21427420184796,professional,75.80269397096137,77.54402628777075,aggressive,4,4,0,154.75607794914262,59.59008897675021,96.44140410000158,110.21903827592614,22.69127065740313,17.673137626739422,1,good,bad,yes,8,145.65562033952415
